-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2019 through 01/01/2024 
Location: Latitude  9.6639   Longitude 80.0161 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 6.95 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M             MERRA-2 Temperature at 2 Meters (C) 
T2MDEW          MERRA-2 Dew/Frost Point at 2 Meters (C) 
T2MWET          MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
TS              MERRA-2 Earth Skin Temperature (C) 
T2M_RANGE       MERRA-2 Temperature at 2 Meters Range (C) 
T2M_MAX         MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN         MERRA-2 Temperature at 2 Meters Minimum (C) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
-END HEADER-
YEAR,MO,DY,T2M,T2MDEW,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN,QV2M,RH2M,PRECTOTCORR
2019,2,21,27.83,21.85,24.84,29.01,3.13,29.6,26.47,16.24,70.19,0.02
2019,2,22,27.34,21.12,24.23,28.67,3.8,29.34,25.55,15.56,69.12,0.01
2019,2,23,26.97,20.95,23.96,28.59,3.96,29.32,25.35,15.38,70.06,0.0
2019,2,24,26.9,21.27,24.08,28.6,4.51,29.47,24.96,15.75,71.88,0.0
2019,2,25,27.03,21.83,24.43,28.96,5.26,29.76,24.51,16.3,73.81,0.0
2019,2,26,27.88,23.45,25.66,29.79,4.55,30.24,25.69,18.01,77.44,0.02
2019,2,27,28.37,23.44,25.9,30.05,4.1,30.4,26.3,18.01,75.12,0.04
2019,2,28,28.7,23.42,26.06,30.19,3.63,30.57,26.94,17.94,73.56,0.13
2019,3,1,28.35,23.62,25.98,29.95,4.08,30.77,26.69,18.19,76.06,0.02
2019,3,2,28.11,22.79,25.45,29.56,3.73,30.26,26.54,17.27,73.25,0.01
2019,3,3,27.96,22.71,25.33,29.7,3.69,30.15,26.46,17.21,73.62,0.0
2019,3,4,27.87,22.09,24.98,29.83,4.68,30.32,25.64,16.6,71.62,0.0
2019,3,5,28.71,22.93,25.82,30.3,5.07,31.06,25.99,17.46,71.69,0.0
2019,3,6,29.37,24.12,26.74,30.73,4.5,31.62,27.12,18.74,73.94,0.02
2019,3,7,29.7,24.09,26.9,30.94,4.99,32.51,27.52,18.8,72.88,0.03
2019,3,8,29.33,24.14,26.73,30.89,4.32,31.46,27.14,18.74,74.25,0.13
2019,3,9,29.01,23.43,26.22,30.8,4.08,31.24,27.15,17.94,72.5,0.97
2019,3,10,28.76,22.78,25.77,30.62,5.24,31.66,26.42,17.27,71.25,0.4
2019,3,11,28.55,22.22,25.38,30.32,4.97,31.21,26.24,16.66,69.75,0.0
2019,3,12,28.55,22.2,25.37,30.35,4.88,31.33,26.46,16.66,69.31,0.0
2019,3,13,28.24,22.58,25.41,30.21,4.35,30.66,26.31,17.03,72.06,0.13
2019,3,14,28.74,22.12,25.44,30.31,5.11,31.68,26.56,16.6,68.5,0.0
2019,3,15,28.26,22.65,25.45,30.18,5.16,31.05,25.89,17.09,72.56,0.0
2019,3,16,28.26,22.49,25.37,30.33,5.09,31.07,25.98,16.97,71.75,0.02
2019,3,17,28.58,22.74,25.65,30.61,4.55,31.06,26.51,17.21,71.31,0.0
2019,3,18,28.9,23.4,26.15,30.91,4.62,31.41,26.79,17.94,72.75,0.15
2019,3,19,29.34,22.94,26.15,31.28,4.69,31.97,27.28,17.46,69.31,0.05
2019,3,20,29.3,22.49,25.89,31.23,5.95,32.58,26.64,17.03,68.25,0.0
2019,3,21,28.98,22.62,25.8,31.21,5.8,32.09,26.29,17.15,69.94,0.0
2019,3,22,29.56,23.46,26.51,31.76,5.16,32.45,27.3,18.01,70.62,0.09
2019,3,23,29.84,23.41,26.63,31.98,5.38,32.76,27.39,18.01,69.69,0.0
2019,3,24,29.8,21.03,25.42,31.97,7.44,33.56,26.12,15.75,62.56,0.01
2019,3,25,29.67,21.49,25.58,31.48,6.47,33.23,26.75,16.05,63.31,0.0
2019,3,26,29.51,21.6,25.56,31.55,5.88,32.71,26.82,16.11,63.81,0.0
2019,3,27,29.58,20.88,25.23,31.8,6.32,33.0,26.68,15.44,61.44,0.0
2019,3,28,29.99,20.43,25.21,31.91,6.87,33.48,26.61,15.14,59.12,0.0
2019,3,29,30.13,20.59,25.36,32.13,7.16,33.77,26.62,15.32,58.94,0.0
2019,3,30,30.17,21.33,25.75,32.2,6.41,33.16,26.75,15.99,61.06,0.0
2019,3,31,30.42,22.64,26.53,32.19,4.96,32.8,27.84,17.15,63.94,0.0
2019,4,1,30.74,22.13,26.44,32.95,5.14,33.34,28.2,16.66,61.12,0.0
2019,4,2,30.58,22.53,26.56,32.87,4.95,33.19,28.24,17.09,63.19,0.0
2019,4,3,30.12,22.46,26.3,32.43,6.15,33.43,27.28,17.03,65.25,0.0
2019,4,4,30.26,23.1,26.68,32.68,5.33,32.93,27.6,17.64,66.5,0.01
2019,4,5,30.65,22.1,26.37,33.05,5.1,33.22,28.12,16.72,61.81,0.03
2019,4,6,30.62,22.82,26.72,33.23,4.67,33.01,28.33,17.33,64.12,0.02
2019,4,7,30.72,23.01,26.87,33.26,5.64,33.6,27.96,17.64,64.94,0.0
2019,4,8,31.09,24.03,27.56,33.68,4.69,33.47,28.78,18.74,66.88,0.02
2019,4,9,31.12,23.98,27.55,33.77,4.01,33.15,29.15,18.62,66.38,0.06
2019,4,10,31.25,23.86,27.55,33.43,4.37,33.63,29.26,18.49,65.75,0.04
2019,4,11,31.06,23.17,27.12,33.56,4.87,33.47,28.6,17.82,64.12,0.25
2019,4,12,31.16,23.32,27.24,33.53,4.92,33.81,28.89,17.94,64.25,0.12
2019,4,13,31.12,23.12,27.12,32.99,5.05,33.79,28.74,17.76,63.81,0.38
2019,4,14,31.24,22.34,26.8,33.15,6.02,34.23,28.2,16.97,61.19,0.03
2019,4,15,31.24,22.32,26.78,33.71,5.69,33.89,28.2,16.97,60.81,0.03
2019,4,16,31.14,22.72,26.93,32.95,3.37,32.73,29.36,17.33,61.75,0.64
2019,4,17,30.82,23.83,27.33,32.53,2.82,32.16,29.34,18.43,66.81,2.46
2019,4,18,30.83,24.94,27.89,32.36,3.45,32.61,29.15,19.78,71.56,1.23
2019,4,19,30.48,24.87,27.67,32.32,2.62,31.76,29.13,19.65,72.38,0.79
2019,4,20,30.44,24.55,27.49,31.9,2.93,32.12,29.19,19.35,71.38,2.94
2019,4,21,30.47,24.09,27.28,32.22,3.64,32.35,28.71,18.8,69.31,6.16
2019,4,22,30.86,24.12,27.49,32.68,4.48,33.27,28.8,18.86,68.12,0.92
2019,4,23,30.69,23.92,27.3,32.51,4.13,32.83,28.69,18.62,68.25,1.45
2019,4,24,30.48,24.31,27.4,32.28,3.32,32.22,28.9,18.98,70.06,3.73
2019,4,25,30.62,23.85,27.23,32.43,3.78,32.55,28.76,18.49,67.88,0.4
2019,4,26,30.78,24.48,27.63,32.03,3.48,32.57,29.09,19.23,69.62,0.81
2019,4,27,30.89,23.69,27.29,31.98,3.8,32.8,29.01,18.31,66.12,0.52
2019,4,28,30.94,24.46,27.69,32.07,3.7,32.65,28.94,19.23,68.94,2.43
2019,4,29,30.82,25.19,28.0,31.63,3.75,32.65,28.89,20.08,72.5,3.2
2019,4,30,30.95,25.66,28.31,31.58,3.53,32.72,29.19,20.63,73.75,0.46
2019,5,1,30.8,25.68,28.24,31.17,3.21,32.46,29.25,20.69,74.38,0.68
2019,5,2,30.62,26.17,28.4,31.0,1.69,31.62,29.94,21.3,77.31,0.32
2019,5,3,30.63,25.75,28.19,30.98,2.13,31.9,29.77,20.75,75.44,0.07
2019,5,4,30.48,25.5,27.99,30.93,2.51,31.88,29.37,20.39,75.06,0.04
2019,5,5,30.18,25.44,27.81,30.8,2.77,31.77,29.01,20.32,76.25,0.08
2019,5,6,29.98,24.86,27.42,31.31,3.87,32.25,28.39,19.65,74.75,0.02
2019,5,7,30.12,24.76,27.44,31.15,3.52,32.08,28.57,19.53,73.56,0.05
2019,5,8,30.31,24.33,27.32,30.71,2.51,31.91,29.4,19.04,70.75,0.07
2019,5,9,30.33,24.73,27.52,31.31,3.23,32.27,29.04,19.53,72.44,0.08
2019,5,10,30.34,25.42,27.88,31.5,3.63,32.33,28.7,20.32,75.38,0.11
2019,5,11,30.26,25.22,27.74,31.52,3.57,32.37,28.8,20.08,74.88,0.07
2019,5,12,30.37,25.28,27.82,31.74,3.94,32.51,28.58,20.2,74.88,0.1
2019,5,13,30.23,25.66,27.94,31.23,3.17,32.22,29.05,20.63,77.0,0.78
2019,5,14,30.58,25.51,28.05,31.55,3.49,32.58,29.08,20.45,74.88,0.12
2019,5,15,30.51,25.71,28.11,31.6,3.55,32.68,29.13,20.69,76.0,0.12
2019,5,16,29.98,26.07,28.02,30.69,2.25,31.27,29.02,21.12,79.75,0.19
2019,5,17,29.78,25.9,27.84,30.52,2.13,31.0,28.87,20.87,79.88,0.13
2019,5,18,30.24,26.05,28.15,31.4,3.45,32.23,28.78,21.12,78.75,0.08
2019,5,19,30.24,25.8,28.02,31.29,2.7,31.78,29.08,20.81,77.44,0.05
2019,5,20,30.43,25.3,27.87,31.51,3.05,31.99,28.94,20.14,74.44,0.18
2019,5,21,29.7,25.77,27.73,30.42,1.87,30.64,28.77,20.75,79.56,0.85
2019,5,22,30.13,25.65,27.89,30.83,2.41,31.45,29.04,20.57,77.19,0.07
2019,5,23,29.96,25.98,27.97,30.83,2.38,31.27,28.9,21.0,79.38,0.15
2019,5,24,30.09,25.67,27.88,30.91,2.54,31.73,29.19,20.63,77.62,0.16
2019,5,25,30.06,25.61,27.83,30.89,2.3,31.45,29.15,20.57,77.31,0.1
2019,5,26,29.9,25.71,27.8,30.89,2.29,31.27,28.98,20.69,78.44,0.03
2019,5,27,30.56,26.08,28.33,31.74,3.5,32.49,28.99,21.18,77.44,0.03
2019,5,28,30.69,26.41,28.55,31.59,3.21,32.36,29.14,21.61,78.31,0.05
2019,5,29,30.7,26.63,28.67,31.12,2.79,32.27,29.48,21.91,79.38,0.09
2019,5,30,30.44,26.15,28.3,31.08,2.69,32.05,29.37,21.3,78.12,0.15
2019,5,31,29.99,24.05,27.02,30.65,2.46,31.52,29.06,18.8,71.06,0.64
2019,6,1,30.11,24.92,27.51,30.98,2.88,31.83,28.95,19.71,74.0,0.26
2019,6,2,30.08,25.6,27.84,30.69,2.2,31.44,29.24,20.57,77.12,0.37
2019,6,3,30.29,25.73,28.01,30.76,2.8,32.07,29.26,20.75,77.0,1.05
2019,6,4,29.84,25.58,27.71,30.46,2.23,31.21,28.98,20.57,78.06,0.84
2019,6,5,29.71,25.43,27.57,30.33,2.14,31.05,28.9,20.39,78.0,0.58
2019,6,6,29.79,25.76,27.78,30.41,2.33,31.06,28.74,20.81,79.19,0.44
2019,6,7,29.81,25.69,27.76,30.37,1.98,30.96,28.98,20.69,78.69,0.44
2019,6,8,30.02,25.5,27.76,30.52,2.34,31.53,29.19,20.45,76.88,0.12
2019,6,9,29.88,25.73,27.8,30.53,2.71,31.6,28.89,20.69,78.69,0.39
2019,6,10,29.59,25.46,27.52,30.14,2.45,30.9,28.45,20.39,78.69,0.35
2019,6,11,29.98,25.65,27.82,30.33,2.22,31.25,29.03,20.63,77.81,0.26
2019,6,12,30.08,25.92,28.01,30.24,2.11,31.11,29.0,20.94,78.5,0.26
2019,6,13,30.15,25.85,28.0,30.47,2.3,31.35,29.05,20.87,78.0,2.59
2019,6,14,29.98,25.62,27.8,30.3,2.69,31.55,28.87,20.63,77.94,4.18
2019,6,15,30.09,25.79,27.94,30.65,2.71,31.62,28.91,20.81,78.06,0.11
2019,6,16,30.14,24.87,27.5,30.48,3.03,32.08,29.05,19.71,74.19,0.19
2019,6,17,29.8,26.11,27.95,30.05,1.82,30.87,29.05,21.18,80.75,0.14
2019,6,18,29.88,25.72,27.8,30.25,1.96,31.0,29.04,20.69,78.62,0.14
2019,6,19,30.2,25.83,28.01,30.58,2.7,31.67,28.98,20.87,77.69,0.18
2019,6,20,30.2,24.23,27.22,30.68,2.77,31.85,29.08,18.92,70.69,0.24
2019,6,21,29.68,24.28,26.98,30.34,1.77,30.65,28.88,19.04,72.94,0.1
2019,6,22,30.08,24.69,27.38,30.54,2.57,31.48,28.9,19.53,73.12,0.08
2019,6,23,29.94,25.08,27.51,30.58,2.26,31.23,28.98,19.96,75.38,0.12
2019,6,24,30.23,25.39,27.81,31.16,3.22,32.18,28.96,20.32,75.75,0.12
2019,6,25,29.85,25.75,27.8,30.54,1.66,30.74,29.08,20.75,78.75,0.73
2019,6,26,29.82,25.44,27.63,30.4,2.14,31.04,28.9,20.32,77.62,0.76
2019,6,27,29.89,25.26,27.58,30.48,2.34,31.32,28.98,20.14,76.44,0.07
2019,6,28,29.72,24.62,27.17,30.48,2.48,31.15,28.67,19.41,74.38,0.02
2019,6,29,30.05,24.43,27.23,30.69,2.98,31.8,28.81,19.23,72.38,0.02
2019,6,30,29.96,24.94,27.45,30.3,2.88,31.61,28.73,19.78,74.81,0.02
2019,7,1,29.65,25.26,27.46,30.44,2.88,31.31,28.44,20.2,77.56,0.04
2019,7,2,29.61,25.55,27.58,30.15,2.09,30.8,28.71,20.51,78.94,0.08
2019,7,3,29.62,25.09,27.36,30.22,2.29,30.98,28.69,19.96,76.81,0.07
2019,7,4,29.43,25.2,27.32,30.07,2.16,30.67,28.51,20.08,78.19,0.14
2019,7,5,29.18,25.41,27.3,29.57,1.63,30.12,28.48,20.32,80.25,0.25
2019,7,6,29.28,25.2,27.24,29.62,1.79,30.29,28.5,20.08,78.81,0.16
2019,7,7,29.33,25.04,27.19,29.96,2.62,30.95,28.33,19.84,77.88,0.04
2019,7,8,29.39,25.31,27.35,30.21,3.09,31.14,28.05,20.2,79.06,0.08
2019,7,9,29.16,24.3,26.73,29.63,2.62,30.76,28.13,19.04,75.62,0.53
2019,7,10,29.3,23.89,26.59,29.9,3.09,31.05,27.97,18.55,73.06,0.63
2019,7,11,29.84,22.84,26.34,30.27,2.93,31.45,28.52,17.4,66.75,0.44
2019,7,12,30.15,23.94,27.04,31.01,3.98,32.15,28.16,18.55,70.06,0.2
2019,7,13,29.12,24.87,27.0,30.01,1.87,30.21,28.34,19.65,78.06,0.73
2019,7,14,28.85,25.15,27.0,29.55,1.58,29.78,28.2,19.96,80.56,1.6
2019,7,15,29.41,24.52,26.97,30.05,2.91,31.05,28.15,19.29,75.38,0.95
2019,7,16,29.68,24.05,26.87,30.81,3.38,31.47,28.09,18.74,72.12,0.26
2019,7,17,29.92,24.31,27.12,30.46,2.27,31.15,28.87,19.04,72.19,0.65
2019,7,18,28.23,24.08,26.15,29.44,1.29,28.82,27.53,18.8,78.19,1.37
2019,7,19,28.5,24.41,26.46,29.4,1.15,29.05,27.9,19.23,78.56,1.02
2019,7,20,29.09,24.08,26.58,30.08,3.91,31.22,27.31,18.8,74.81,0.45
2019,7,21,29.45,23.7,26.58,30.05,3.1,31.23,28.12,18.37,71.56,2.13
2019,7,22,28.84,24.22,26.53,29.4,1.55,29.52,27.97,18.92,76.25,2.33
2019,7,23,29.43,23.25,26.34,29.93,2.37,30.65,28.3,17.88,69.75,0.11
2019,7,24,29.68,23.91,26.8,30.48,2.52,31.09,28.58,18.55,71.5,0.1
2019,7,25,29.37,24.74,27.06,30.4,2.53,30.9,28.37,19.53,76.5,5.95
2019,7,26,28.62,24.25,26.44,29.19,1.95,29.68,27.73,18.92,77.44,19.23
2019,7,27,28.75,24.19,26.47,29.57,3.01,30.47,27.46,18.86,76.81,0.73
2019,7,28,28.96,24.66,26.81,29.45,2.27,30.31,28.04,19.47,78.0,0.37
2019,7,29,28.79,24.73,26.76,29.5,2.34,30.22,27.87,19.47,78.94,0.62
2019,7,30,28.69,24.44,26.56,29.43,2.43,30.15,27.73,19.1,78.0,0.47
2019,7,31,28.55,24.73,26.64,29.28,2.13,29.87,27.73,19.47,80.12,0.33
2019,8,1,28.46,24.85,26.65,29.01,2.16,29.81,27.65,19.59,81.0,0.98
2019,8,2,28.48,25.1,26.79,28.81,1.41,29.32,27.91,19.9,82.0,0.55
2019,8,3,28.65,25.26,26.95,29.09,1.92,29.79,27.87,20.08,82.0,0.12
2019,8,4,28.72,24.94,26.83,29.12,1.88,29.73,27.84,19.71,80.12,0.27
2019,8,5,29.06,24.76,26.91,28.94,1.61,29.83,28.22,19.47,77.69,0.86
2019,8,6,29.29,24.55,26.92,29.57,2.78,30.83,28.05,19.29,75.88,0.37
2019,8,7,28.97,25.03,27.0,29.27,2.15,30.26,28.11,19.84,79.44,1.52
2019,8,8,28.72,24.18,26.45,28.95,2.41,29.9,27.49,18.86,76.56,2.34
2019,8,9,28.5,24.41,26.46,28.76,1.34,29.12,27.77,19.1,78.56,0.57
2019,8,10,28.69,24.11,26.4,28.81,2.56,30.31,27.76,18.8,76.62,2.12
2019,8,11,29.02,23.87,26.45,29.62,2.87,30.55,27.67,18.55,74.0,0.81
2019,8,12,29.35,23.83,26.59,30.02,3.78,31.34,27.55,18.49,72.56,0.67
2019,8,13,29.19,24.02,26.61,29.76,2.48,30.51,28.03,18.68,74.06,0.78
2019,8,14,29.58,24.35,26.96,30.29,3.51,31.4,27.9,19.04,73.94,1.07
2019,8,15,29.19,24.69,26.94,30.08,2.45,30.57,28.12,19.41,76.94,1.4
2019,8,16,28.91,23.97,26.44,29.51,2.92,30.4,27.48,18.62,75.06,9.58
2019,8,17,27.37,23.7,25.54,28.87,0.84,27.8,26.96,18.31,80.38,8.1
2019,8,18,28.65,23.66,26.16,29.39,2.57,30.03,27.46,18.25,74.69,7.15
2019,8,19,28.42,24.53,26.48,29.29,2.92,30.17,27.25,19.23,79.75,9.24
2019,8,20,28.83,24.58,26.71,29.68,3.08,30.7,27.62,19.29,78.12,1.21
2019,8,21,28.65,24.55,26.59,29.4,2.62,30.21,27.58,19.29,78.75,10.54
2019,8,22,28.41,24.08,26.25,29.04,3.11,30.04,26.93,18.74,77.62,4.93
2019,8,23,28.57,23.4,25.98,28.94,2.61,29.98,27.37,17.94,73.81,1.15
2019,8,24,28.58,23.47,26.02,29.05,2.84,30.26,27.42,18.01,74.19,0.55
2019,8,25,28.5,23.58,26.04,28.86,2.21,29.73,27.52,18.13,74.94,0.63
2019,8,26,28.26,23.69,25.98,28.84,2.19,29.43,27.24,18.25,76.44,0.23
2019,8,27,28.55,23.89,26.22,29.19,2.62,29.89,27.27,18.49,76.06,0.19
2019,8,28,28.87,24.4,26.63,29.26,2.94,30.53,27.59,19.1,77.06,0.24
2019,8,29,28.45,23.9,26.18,29.05,2.06,29.58,27.51,18.49,76.44,9.07
2019,8,30,28.9,23.21,26.06,29.28,3.24,30.69,27.45,17.82,71.81,0.56
2019,8,31,29.06,23.93,26.49,29.14,2.89,30.75,27.87,18.62,74.31,0.73
2019,9,1,28.55,24.81,26.68,29.0,1.88,29.63,27.75,19.59,80.31,0.74
2019,9,2,28.58,24.81,26.7,28.92,2.08,29.94,27.86,19.53,80.12,1.35
2019,9,3,28.39,24.89,26.64,28.8,1.9,29.51,27.62,19.65,81.44,1.13
2019,9,4,28.48,24.64,26.55,29.01,2.09,29.76,27.67,19.41,79.94,0.62
2019,9,5,28.65,24.77,26.72,29.01,2.58,30.3,27.72,19.53,79.69,0.61
2019,9,6,28.76,25.19,26.97,29.01,2.22,29.94,27.72,20.02,81.19,0.47
2019,9,7,29.07,25.11,27.08,29.24,2.94,30.69,27.76,19.96,79.56,0.19
2019,9,8,29.19,24.96,27.07,29.44,2.91,30.83,27.92,19.78,78.25,0.13
2019,9,9,29.43,23.01,26.22,30.25,4.45,31.75,27.3,17.58,68.94,0.76
2019,9,10,29.26,24.65,26.95,29.83,3.16,31.02,27.85,19.41,76.62,0.67
2019,9,11,28.91,24.73,26.82,29.4,2.21,30.12,27.92,19.47,78.44,2.95
2019,9,12,28.48,24.36,26.42,29.03,2.64,30.1,27.46,19.04,78.75,6.62
2019,9,13,28.14,24.43,26.29,28.75,2.07,29.3,27.24,19.04,80.38,26.04
2019,9,14,28.18,24.97,26.57,28.81,2.06,29.28,27.23,19.71,82.81,15.07
2019,9,15,28.09,24.98,26.54,28.73,1.7,29.12,27.42,19.71,83.31,9.49
2019,9,16,28.08,25.15,26.62,28.51,1.55,28.99,27.44,19.96,84.19,19.07
2019,9,17,28.23,24.39,26.31,28.85,2.36,29.62,27.26,19.1,79.94,7.19
2019,9,18,28.4,25.17,26.79,28.87,2.22,29.73,27.51,20.02,82.75,10.1
2019,9,19,28.37,25.05,26.71,28.87,2.26,29.77,27.51,19.84,82.44,3.51
2019,9,20,28.3,24.42,26.36,29.08,2.63,29.8,27.17,19.1,79.75,1.07
2019,9,21,28.52,24.29,26.4,29.08,2.92,30.08,27.15,18.98,78.19,1.55
2019,9,22,28.44,24.51,26.48,29.15,2.74,29.94,27.2,19.23,79.44,1.11
2019,9,23,28.01,25.15,26.58,28.73,1.77,29.07,27.3,19.96,84.5,8.2
2019,9,24,27.67,24.92,26.3,28.33,1.15,28.3,27.15,19.65,84.94,14.77
2019,9,25,27.94,24.76,26.34,28.64,2.35,29.31,26.96,19.47,83.0,4.55
2019,9,26,28.17,24.01,26.09,29.09,3.53,30.09,26.56,18.55,78.56,0.38
2019,9,27,28.29,23.7,26.0,29.12,2.17,29.42,27.25,18.19,76.31,0.53
2019,9,28,27.99,24.26,26.13,28.6,1.85,28.93,27.08,18.86,80.25,0.82
2019,9,29,27.65,22.98,25.32,28.63,2.6,29.06,26.46,17.46,76.19,8.46
2019,9,30,27.55,23.54,25.54,29.01,1.81,28.32,26.51,18.07,78.94,12.29
2019,10,1,27.91,23.94,25.93,29.18,1.88,28.85,26.98,18.49,79.06,1.63
2019,10,2,28.35,23.86,26.11,29.69,3.09,29.91,26.83,18.43,76.94,0.37
2019,10,3,28.81,24.07,26.44,30.01,3.59,30.63,27.05,18.68,76.12,0.68
2019,10,4,28.65,24.09,26.37,30.28,3.45,30.34,26.88,18.74,76.81,2.26
2019,10,5,28.64,24.31,26.48,30.12,2.74,30.02,27.28,18.98,77.69,3.83
2019,10,6,28.26,24.09,26.18,29.41,2.25,29.47,27.22,18.68,78.25,6.29
2019,10,7,28.44,24.02,26.23,29.55,2.64,29.85,27.21,18.62,77.12,5.01
2019,10,8,28.87,24.25,26.56,30.3,3.27,30.5,27.23,18.86,76.38,2.38
2019,10,9,29.08,24.57,26.83,30.54,3.67,30.96,27.3,19.29,77.0,4.52
2019,10,10,28.65,24.46,26.56,30.29,2.79,30.05,27.26,19.1,78.25,3.28
2019,10,11,28.08,23.96,26.01,29.92,1.67,28.8,27.12,18.55,78.5,10.2
2019,10,12,28.7,23.88,26.29,30.49,2.69,30.0,27.32,18.49,75.38,8.49
2019,10,13,28.74,24.31,26.53,30.46,2.99,30.28,27.29,18.92,77.25,5.81
2019,10,14,28.48,24.96,26.72,29.9,2.02,29.45,27.43,19.71,81.25,7.54
2019,10,15,28.48,25.01,26.74,29.76,1.73,29.29,27.55,19.78,81.56,22.04
2019,10,16,27.58,24.42,26.0,29.03,1.32,28.37,27.05,19.1,82.94,22.76
2019,10,17,27.18,23.76,25.47,28.99,0.93,27.76,26.83,18.31,81.5,42.07
2019,10,18,28.0,24.37,26.19,29.36,1.92,28.87,26.94,18.98,80.69,1.9
2019,10,19,28.01,24.74,26.38,29.03,1.45,28.79,27.34,19.41,82.38,7.41
2019,10,20,27.59,24.85,26.22,28.99,1.68,28.51,26.83,19.59,85.0,24.51
2019,10,21,27.25,24.66,25.95,28.93,1.49,28.07,26.58,19.35,85.69,34.79
2019,10,22,27.08,24.32,25.7,28.64,1.26,27.62,26.36,18.98,84.88,12.44
2019,10,23,27.96,24.3,26.12,28.81,1.72,28.99,27.27,18.98,80.56,27.58
2019,10,24,27.33,24.31,25.82,28.43,0.69,27.62,26.93,18.98,83.62,32.68
2019,10,25,27.55,24.05,25.8,28.48,1.1,28.21,27.11,18.62,81.19,5.25
2019,10,26,27.31,23.06,25.19,28.48,0.78,27.72,26.94,17.52,77.62,5.74
2019,10,27,27.6,23.07,25.33,28.54,1.2,28.22,27.02,17.58,76.38,11.57
2019,10,28,27.34,23.98,25.66,28.36,2.16,28.35,26.19,18.55,81.88,35.32
2019,10,29,27.57,24.47,26.02,28.4,1.65,28.63,26.98,19.1,83.19,27.48
2019,10,30,27.12,24.85,25.99,28.19,0.81,27.42,26.61,19.59,87.31,51.15
2019,10,31,27.19,24.45,25.82,28.19,2.09,28.22,26.14,19.1,85.0,7.03
2019,11,1,27.81,22.44,25.13,28.65,2.41,28.9,26.49,16.91,73.0,7.95
2019,11,2,27.79,24.08,25.94,28.4,1.78,28.63,26.85,18.68,80.31,8.73
2019,11,3,27.82,24.3,26.06,28.37,1.81,28.75,26.93,18.92,81.19,3.19
2019,11,4,27.95,24.57,26.26,28.33,1.45,28.62,27.17,19.17,81.75,2.44
2019,11,5,28.65,23.56,26.11,28.77,2.45,29.84,27.4,18.07,74.06,0.08
2019,11,6,28.32,24.04,26.18,28.87,1.66,29.1,27.44,18.68,77.56,0.37
2019,11,7,28.08,24.86,26.47,28.83,1.71,28.86,27.15,19.59,82.62,1.18
2019,11,8,28.15,25.27,26.71,28.61,1.38,28.8,27.41,20.08,84.38,2.28
2019,11,9,28.19,25.3,26.74,28.66,1.62,29.03,27.4,20.08,84.31,1.05
2019,11,10,27.93,24.61,26.27,28.5,1.88,28.79,26.9,19.29,82.19,1.46
2019,11,11,27.96,23.37,25.66,29.15,2.29,29.12,26.83,17.88,76.25,2.61
2019,11,12,27.58,23.94,25.76,28.9,1.92,28.51,26.59,18.49,80.56,0.86
2019,11,13,27.6,24.37,25.98,28.87,1.65,28.44,26.8,18.98,82.5,2.25
2019,11,14,27.95,24.73,26.34,28.91,1.91,29.0,27.09,19.41,82.62,3.51
2019,11,15,27.9,24.73,26.31,28.77,2.18,29.17,26.99,19.41,82.88,8.28
2019,11,16,27.78,24.67,26.23,28.9,1.86,28.64,26.77,19.35,83.12,4.44
2019,11,17,28.01,24.76,26.39,29.03,1.73,28.93,27.19,19.47,82.44,8.24
2019,11,18,28.12,24.73,26.42,28.9,1.81,29.05,27.24,19.41,81.81,1.58
2019,11,19,28.25,24.69,26.47,29.0,1.62,29.1,27.48,19.35,81.0,6.36
2019,11,20,28.08,24.65,26.37,28.9,1.51,28.87,27.37,19.35,81.56,2.58
2019,11,21,28.14,24.51,26.32,28.92,2.25,29.27,27.02,19.17,80.62,3.79
2019,11,22,27.6,24.59,26.1,28.51,1.2,28.18,26.98,19.23,83.56,12.29
2019,11,23,27.65,24.41,26.03,28.39,1.61,28.44,26.83,19.04,82.56,4.06
2019,11,24,28.39,23.89,26.14,28.56,2.34,29.58,27.25,18.43,76.62,7.22
2019,11,25,28.03,24.94,26.48,28.33,1.75,29.07,27.32,19.65,83.31,44.77
2019,11,26,28.1,23.96,26.03,28.31,2.1,29.34,27.25,18.55,78.31,4.13
2019,11,27,28.37,24.7,26.54,28.51,2.24,29.66,27.42,19.41,80.62,7.54
2019,11,28,28.39,25.16,26.77,28.62,2.07,29.55,27.48,19.96,82.75,17.27
2019,11,29,28.4,25.43,26.91,28.53,1.95,29.56,27.61,20.26,83.94,18.76
2019,11,30,27.62,25.26,26.44,28.15,1.5,28.41,26.91,20.08,86.94,54.16
2019,12,1,27.18,24.43,25.8,28.18,1.86,28.24,26.38,19.04,84.94,31.05
2019,12,2,27.46,24.39,25.93,27.85,2.3,28.78,26.48,18.98,83.38,21.67
